NodeId,DateTime,AvgLoad,AvgMemoryUsed,AvgPercentMemoryUsed
19,2015-02-16 21:23:35.133,9,3.141193E+09,49.27481
19,2015-02-16 21:33:35.140,9,3.141267E+09,49.27597
19,2015-02-16 21:43:35.143,9,3.140772E+09,49.26819
19,2015-02-16 21:53:35.177,9,3.141497E+09,49.27957
19,2015-02-16 22:03:35.190,10,3.141492E+09,49.2795
19,2015-02-16 22:13:35.203,9,3.141009E+09,49.27192
19,2015-02-16 22:23:35.207,9,3.141251E+09,49.27571
19,2015-02-16 22:33:35.300,9,3.141308E+09,49.27661
19,2015-02-16 22:43:35.307,9,3.149594E+09,49.40659
19,2015-02-16 22:53:35.367,10,3.150213E+09,49.4163
19,2015-02-16 23:03:35.373,10,3.146936E+09,49.36489
19,2015-02-16 23:13:35.383,9,3.143553E+09,49.31182
19,2015-02-16 23:23:35.393,9,3.143815E+09,49.31593
19,2015-02-16 23:33:35.407,9,3.143995E+09,49.31876
19,2015-02-16 23:43:35.420,10,3.143479E+09,49.31067
19,2015-02-16 23:53:35.427,10,3.143639E+09,49.31317
19,2015-02-17 00:03:35.450,9,3.143864E+09,49.3167
19,2015-02-17 00:13:35.450,10,3.1437E+09,49.31414
19,2015-02-17 00:23:35.457,10,3.143807E+09,49.3158
19,2015-02-17 00:33:35.463,10,3.143835E+09,49.31625
19,2015-02-17 00:43:35.470,9,3.14368E+09,49.31381
19,2015-02-17 00:53:35.487,9,3.143737E+09,49.31471
19,2015-02-17 01:03:35.490,9,3.144081E+09,49.32011
19,2015-02-17 01:13:35.493,9,3.143663E+09,49.31356
19,2015-02-17 01:23:35.507,9,3.14395E+09,49.31805
19,2015-02-17 01:33:35.513,9,3.143962E+09,49.31825
19,2015-02-17 01:43:35.517,9,3.143487E+09,49.31079
19,2015-02-17 01:53:35.533,9,3.143672E+09,49.31356
19,2015-02-17 02:03:35.540,9,3.143905E+09,49.31735
19,2015-02-17 02:13:35.547,9,3.1437E+09,49.31414
19,2015-02-17 02:23:35.557,9,3.143942E+09,49.31792
19,2015-02-17 02:33:35.560,9,3.14402E+09,49.31915
19,2015-02-17 02:43:35.563,9,3.143598E+09,49.31253
19,2015-02-17 02:53:35.577,9,3.143729E+09,49.31458
19,2015-02-17 03:03:35.577,9,3.143962E+09,49.31825
19,2015-02-17 03:13:36.107,9,3.143471E+09,49.31054
19,2015-02-17 03:23:36.120,9,3.143864E+09,49.3167
19,2015-02-17 03:33:36.157,9,3.143921E+09,49.3176
19,2015-02-17 03:43:36.157,9,3.143618E+09,49.31285
19,2015-02-17 03:53:36.163,9,3.143803E+09,49.31574
19,2015-02-17 04:03:36.167,9,3.144171E+09,49.32153
19,2015-02-17 04:13:36.183,9,3.143749E+09,49.31491
19,2015-02-17 04:23:36.190,9,3.144007E+09,49.31895
19,2015-02-17 04:33:36.197,9,3.143946E+09,49.31799
19,2015-02-17 04:43:36.240,9,3.14379E+09,49.31555
19,2015-02-17 04:53:36.253,9,3.143745E+09,49.31484
19,2015-02-17 05:03:36.260,9,3.143979E+09,49.3185
19,2015-02-17 05:13:36.650,9,3.143704E+09,49.31264
19,2015-02-17 05:23:36.663,10,3.14404E+09,49.31947
19,2015-02-17 05:33:36.670,9,3.144237E+09,49.32255
19,2015-02-17 05:43:36.670,9,3.1437E+09,49.31414
19,2015-02-17 05:53:36.680,9,3.143799E+09,49.31568
19,2015-02-17 06:03:36.680,9,3.144065E+09,49.31985
19,2015-02-17 06:13:36.697,9,3.143799E+09,49.31568
19,2015-02-17 06:23:36.707,9,3.143958E+09,49.31818
19,2015-02-17 06:33:36.720,10,3.14402E+09,49.31915
19,2015-02-17 06:43:36.727,9,3.143598E+09,49.31253
19,2015-02-17 06:53:36.737,9,3.143901E+09,49.31728
19,2015-02-17 07:03:36.750,9,3.144216E+09,49.32223
19,2015-02-17 07:13:36.767,9,3.143454E+09,49.31028
19,2015-02-17 07:23:36.770,9,3.14402E+09,49.31915
19,2015-02-17 07:33:36.780,9,3.144016E+09,49.31908
19,2015-02-17 07:43:36.790,9,3.143766E+09,49.31516
19,2015-02-17 07:53:36.797,9,3.143749E+09,49.31491
19,2015-02-17 08:03:36.797,9,3.144032E+09,49.31934
19,2015-02-17 08:13:36.803,9,3.143811E+09,49.31587
19,2015-02-17 08:23:36.810,10,3.144061E+09,49.31979
19,2015-02-17 08:33:36.820,9,3.144245E+09,49.32268
19,2015-02-17 08:43:36.833,9,3.143885E+09,49.31702
19,2015-02-17 08:53:36.843,10,3.143897E+09,49.31722
19,2015-02-17 09:03:36.853,10,3.144057E+09,49.31973
19,2015-02-17 09:13:36.867,9,3.143651E+09,49.31336
19,2015-02-17 09:23:36.870,10,3.144028E+09,49.31915
19,2015-02-17 09:33:36.877,10,3.144085E+09,49.32018
19,2015-02-17 09:43:36.877,10,3.143778E+09,49.31536
19,2015-02-17 09:53:36.887,9,3.143987E+09,49.31863
19,2015-02-17 10:03:36.903,9,3.144339E+09,49.32416
19,2015-02-17 10:13:36.913,9,3.143876E+09,49.3169
19,2015-02-17 10:23:36.917,9,3.14413E+09,49.32088
19,2015-02-17 10:33:36.927,9,3.144126E+09,49.32082
19,2015-02-17 10:43:36.930,9,3.143758E+09,49.31503
19,2015-02-17 10:53:36.943,9,3.143926E+09,49.31767
19,2015-02-17 11:03:36.953,9,3.144155E+09,49.32127
19,2015-02-17 11:13:36.957,9,3.14368E+09,49.31381
19,2015-02-17 11:23:36.957,9,3.144233E+09,49.32249
19,2015-02-17 11:33:36.967,9,3.144413E+09,49.32531
19,2015-02-17 11:43:36.973,9,3.143704E+09,49.3142
19,2015-02-17 11:53:36.977,9,3.144007E+09,49.31895
19,2015-02-17 12:03:36.987,9,3.144253E+09,49.32281
19,2015-02-17 12:13:37.160,9,3.143778E+09,49.31536
19,2015-02-17 12:23:37.170,9,3.144155E+09,49.32127
19,2015-02-17 12:33:37.180,9,3.144225E+09,49.32236
19,2015-02-17 12:43:37.183,9,3.143729E+09,49.31458
19,2015-02-17 12:53:37.197,9,3.144102E+09,49.32043
19,2015-02-17 13:03:37.200,9,3.144433E+09,49.32564
19,2015-02-17 13:13:37.210,9,3.143741E+09,49.31478
19,2015-02-17 13:23:37.217,9,3.144229E+09,49.32242
19,2015-02-17 13:33:37.220,9,3.14427E+09,49.32307
19,2015-02-17 13:43:37.430,9,3.143807E+09,49.3158
19,2015-02-17 13:53:37.433,9,3.143991E+09,49.3187
19,2015-02-17 14:03:37.447,9,3.144241E+09,49.32262
19,2015-02-17 14:13:37.453,9,3.144012E+09,49.31902
19,2015-02-17 14:23:37.463,9,3.144302E+09,49.32358
19,2015-02-17 14:33:37.463,9,3.144351E+09,49.32435
19,2015-02-17 14:43:37.467,9,3.14388E+09,49.31696
19,2015-02-17 14:53:37.480,9,3.144052E+09,49.31966
19,2015-02-17 15:03:37.483,9,3.144306E+09,49.32364
19,2015-02-17 15:13:37.487,9,3.143983E+09,49.31857
19,2015-02-17 15:23:37.487,9,3.144192E+09,49.32185
19,2015-02-17 15:33:37.493,9,3.14427E+09,49.32307
19,2015-02-17 15:43:37.497,9,3.143762E+09,49.3151
19,2015-02-17 15:53:37.497,9,3.144122E+09,49.32075
19,2015-02-17 16:03:37.500,9,3.144474E+09,49.32628
19,2015-02-17 16:13:37.510,9,3.143749E+09,49.31491
19,2015-02-17 16:23:37.520,9,3.144229E+09,49.32242
19,2015-02-17 16:33:37.530,9,3.144335E+09,49.32409
19,2015-02-17 16:43:37.530,9,3.144073E+09,49.31998
19,2015-02-17 16:53:37.543,9,3.144012E+09,49.31902
19,2015-02-17 17:03:37.547,9,3.144249E+09,49.32275
19,2015-02-17 17:13:37.560,9,3.14377E+09,49.31523
19,2015-02-17 17:23:37.577,9,3.144327E+09,49.32397
19,2015-02-17 17:33:37.590,9,3.144515E+09,49.32692
19,2015-02-17 17:43:37.597,9,3.14379E+09,49.31555
19,2015-02-17 17:53:37.607,9,3.144114E+09,49.32063
19,2015-02-17 18:03:37.613,9,3.144356E+09,49.32441
19,2015-02-17 18:13:37.620,9,3.143897E+09,49.31722
19,2015-02-17 18:23:37.637,9,3.144278E+09,49.32319
19,2015-02-17 18:33:37.643,9,3.144335E+09,49.32409
19,2015-02-17 18:43:37.653,9,3.143856E+09,49.31658
19,2015-02-17 18:53:37.667,9,3.144237E+09,49.32243
19,2015-02-17 19:03:37.680,9,3.144589E+09,49.32808
19,2015-02-17 19:13:37.693,9,3.143864E+09,49.3167
